"id";"created_at";"user_id";"product_id";"discount";"quantity";"subtotal";"tax";"total"
77;"2019-09-27T21:32:36.824Z";15;86;0.0;4;92.3144;6.0;98.583
78;"2018-05-02T15:42:21.755Z";15;165;0.0;5;38.3045;2.49;40.8597
79;"2018-04-25T15:55:31.477Z";15;49;0.0;4;131.429;8.54;140.312
80;"2019-04-15T14:49:30.838Z";15;85;0.0;4;54.901;3.57;58.5076
81;"2019-10-29T03:41:26.912Z";15;157;6.01243;4;139.894;9.09;148.469
82;"2018-01-03T09:10:59.771Z";16;78;0.0;2;41.6169;1.66;43.2961
83;"2018-04-28T18:48:34.862Z";16;169;6.01243;3;59.5317;2.38;61.8863
84;"2019-12-26T14:29:19.631Z";16;183;0.0;2;56.6974;2.27;59.1262
85;"2019-06-05T08:15:20.979Z";16;104;0.0;6;106.442;4.26;110.421
86;"2016-06-08T10:56:25.212Z";16;147;0.0;6;44.4315;1.78;46.0926
87;"2019-05-06T01:41:27.086Z";16;17;0.0;3;79.9361;3.2;83.3067
88;"2019-08-10T01:39:40.313Z";16;14;0.0;7;37.6481;1.51;39.3501
89;"2016-08-28T16:44:40.361Z";16;90;0.0;7;82.0797;3.28;85.6527
90;"2016-12-29T08:29:20.559Z";16;87;0.0;1;78.1702;3.13;81.0713
91;"2019-02-18T12:57:11.124Z";17;185;0.0;2;39.577;0.0;39.5766
92;"2017-03-26T08:45:35.004Z";17;147;0.0;1;44.4315;0.0;44.5937
93;"2017-06-18T11:15:50.035Z";17;15;0.0;4;25.0988;0.0;25.1752
94;"2019-08-01T00:15:06.426Z";17;172;0.0;4;122.365;0.0;122.776
95;"2017-09-12T15:12:48.010Z";17;76;0.0;4;42.5495;0.0;42.6428
96;"2018-09-26T23:27:09.597Z";17;140;0.0;4;66.8031;0.0;66.7884
97;"2019-07-01T01:51:26.871Z";17;110;0.0;4;55.5267;0.0;55.289
98;"2020-04-06T00:45:35.910Z";17;26;0.0;3;68.1247;0.0;68.0421
99;"2019-12-23T09:54:13.302Z";17;199;0.0;1;115.43;0.0;115.808
100;"2017-03-28T22:58:05.087Z";17;84;0.0;0;54.5842;0.0;54.6864
101;"2018-09-14T06:42:41.636Z";17;30;5.05391;3;64.1745;0.0;64.0634
102;"2017-12-02T04:32:23.123Z";17;95;0.0;2;33.2124;0.0;33.3678
103;"2019-09-15T18:30:40.798Z";17;172;0.0;5;122.365;0.0;122.901
104;"2020-02-15T18:57:49.869Z";17;23;0.0;2;116.867;0.0;116.324
105;"2018-03-01T00:41:52.080Z";17;118;0.0;1;57.6276;0.0;57.7848
106;"2019-06-16T07:59:05.594Z";17;158;0.0;4;139.894;0.0;139.718
107;"2017-05-07T23:40:43.989Z";17;12;0.0;3;77.3428;0.0;77.3815
108;"2017-12-01T06:15:20.772Z";17;127;0.0;18;89.6534;0.0;89.6374
109;"2019-09-14T06:23:32.909Z";17;172;0.0;3;122.365;0.0;122.814
110;"2017-05-12T22:58:40.931Z";17;102;0.0;4;31.3614;0.0;31.4673
111;"2020-04-19T08:27:25.536Z";17;56;0.0;3;36.3713;0.0;36.3376
112;"2018-06-12T04:48:40.715Z";17;115;0.0;7;77.912;0.0;77.9416
113;"2019-09-01T22:01:35.536Z";17;182;0.0;5;84.4894;0.0;85.0176
114;"2019-12-08T16:20:25.477Z";17;108;0.0;2;50.0949;0.0;49.8465
115;"2017-08-30T06:13:52.097Z";18;191;0.0;6;85.7228;0.0;86.0293
116;"2019-01-01T18:48:23.343Z";18;67;0.0;2;41.2448;0.0;41.2603
117;"2018-02-26T02:43:13.292Z";18;49;0.0;2;131.429;0.0;131.713
118;"2018-12-18T04:49:24.384Z";18;37;0.0;29;80.1077;0.0;79.9741
119;"2020-03-26T23:06:05.388Z";18;198;0.0;1;70.1461;0.0;70.3355
120;"2017-03-29T21:28:18.971Z";18;84;0.0;1;54.5842;0.0;54.8432
121;"2018-02-03T05:48:55.511Z";18;144;5.66093;1;61.1983;0.0;61.2311
122;"2018-12-31T20:08:35.474Z";18;41;0.0;2;63.5089;0.0;63.4256
123;"2017-11-19T17:22:48.891Z";18;131;0.0;3;75.4115;0.0;75.8705
124;"2017-06-13T12:29:10.438Z";18;26;0.0;5;45.4165;0.0;45.5155
125;"2018-07-18T01:04:09.876Z";19;129;0.0;4;148.167;0.0;148.898
126;"2019-07-25T00:26:35.948Z";19;149;0.555791;4;69.1542;0.0;69.1736
127;"2019-08-27T01:20:16.006Z";20;25;0.0;4;68.6226;4.12;72.716
128;"2018-05-29T01:45:46.631Z";20;134;0.0;3;42.4923;2.55;45.0843
129;"2019-04-26T22:49:56.260Z";20;12;0.0;3;116.014;6.96;123.87
130;"2017-05-13T15:57:14.220Z";20;100;5.05579;3;45.2232;2.71;47.9898
131;"2020-02-05T22:42:57.243Z";20;39;0.0;6;114.582;6.87;121.262
132;"2018-07-22T03:39:51.084Z";20;161;0.0;2;47.5912;2.86;50.2851
133;"2016-10-25T11:08:11.678Z";20;36;5.86846;4;87.2913;5.24;92.8693
134;"2020-02-28T13:48:53.779Z";20;87;0.0;1;117.255;7.04;125.222
135;"2018-01-04T14:19:57.077Z";21;120;0.0;1;83.502;4.59;88.0839
136;"2018-11-21T22:12:37.307Z";21;116;0.0;2;114.425;6.29;120.445
137;"2017-02-25T07:42:53.951Z";21;126;0.0;1;83.496;4.59;87.5795
138;"2018-03-26T01:51:23.046Z";21;62;0.0;1;133.52;7.34;141.636
139;"2017-07-31T20:42:22.614Z";21;128;0.0;3;50.0534;2.75;52.8156
140;"2017-08-25T10:54:07.427Z";21;4;0.0;6;73.9918;4.07;78.4943
141;"2019-06-21T15:05:41.233Z";22;132;0.0;5;127.882;9.59;137.509
142;"2018-01-30T19:26:07.656Z";22;57;0.0;2;122.422;9.18;132.448
143;"2018-04-05T20:31:27.130Z";22;24;2.09588;2;112.306;8.42;121.496
144;"2016-12-11T16:41:35.400Z";22;15;0.0;1;25.0988;1.88;26.9219
145;"2017-03-18T07:40:09.855Z";22;120;0.0;1;55.668;4.18;59.5316
146;"2017-09-29T19:13:15.649Z";22;189;0.0;6;62.1849;4.66;67.4011
147;"2019-05-24T15:36:17.532Z";22;71;0.0;4;82.8038;6.21;88.8582
148;"2019-01-26T14:21:47.436Z";22;106;0.0;1;52.7235;3.95;56.5672
149;"2020-01-25T19:05:08.521Z";22;199;0.0;2;115.43;8.66;123.874
150;"2018-11-06T14:12:49.730Z";22;104;0.0;3;106.442;7.98;113.663
151;"2019-12-19T07:14:30.039Z";22;78;0.0;1;41.6169;3.12;44.7964
152;"2018-04-28T23:03:07.994Z";22;61;0.0;3;23.5379;1.77;25.3533
153;"2018-11-28T15:57:37.123Z";23;29;0.0;3;123.574;4.94;129.07
154;"2019-12-25T10:11:36.131Z";23;83;0.0;1;81.8763;3.28;85.6766
155;"2018-04-06T09:28:38.984Z";23;21;0.0;2;60.575;2.42;62.5807
156;"2020-03-12T01:55:46.721Z";23;189;0.0;1;93.2774;3.73;97.28
157;"2019-01-14T18:54:49.071Z";23;104;0.0;2;106.442;4.26;109.932
158;"2019-08-18T01:58:34.250Z";23;78;0.0;9;41.6169;1.66;43.584
159;"2018-01-31T23:55:52.385Z";23;114;0.0;3;77.912;3.12;80.902
160;"2018-03-01T23:52:38.760Z";23;165;0.0;1;38.3045;1.53;39.9439
161;"2020-04-04T04:31:57.111Z";24;29;3.19027;2;123.574;8.5;133.291
162;"2019-05-26T14:41:31.227Z";24;126;3.19027;3;125.244;8.61;134.649
163;"2018-04-07T02:25:01.256Z";24;75;0.0;3;125.813;8.65;134.342
164;"2018-10-22T09:59:09.117Z";24;33;0.0;7;47.7449;3.28;50.633
165;"2019-08-14T12:35:14.039Z";24;10;0.0;7;47.6793;3.28;51.4156
166;"2019-07-19T13:10:13.348Z";24;151;0.0;5;91.613;6.3;98.3976
167;"2019-11-15T18:06:11.298Z";24;200;0.0;3;73.204;5.03;77.6984
168;"2018-04-14T22:05:46.715Z";24;186;0.0;2;98.977;6.8;105.103
169;"2019-08-13T20:36:50.982Z";24;73;0.0;5;71.6288;4.92;76.8526
170;"2019-08-03T08:33:03.555Z";24;118;0.0;7;57.6276;3.96;61.291
171;"2020-04-01T17:48:42.785Z";29;58;3.07972;3;78.1458;4.49;81.998
172;"2020-02-17T12:53:40.048Z";29;152;0.0;2;48.8957;2.81;52.1582
173;"2018-10-22T18:56:58.539Z";29;91;0.0;7;65.0943;3.74;68.5948
174;"2020-04-09T12:03:00.755Z";29;190;3.07972;3;128.584;7.39;135.516
175;"2019-01-30T10:19:21.084Z";29;58;0.0;2;78.1458;4.49;82.9662
176;"2018-10-16T01:03:54.433Z";29;154;0.0;7;81.8753;4.71;86.7185
177;"2019-06-13T04:34:32.336Z";30;154;0.0;6;81.8753;5.32;86.5798
178;"2019-05-27T05:53:31.905Z";30;37;0.0;5;80.1077;5.21;85.3924
179;"2019-07-21T15:27:05.546Z";32;75;0.0;6;125.813;3.65;129.962
180;"2019-02-25T04:03:09.148Z";32;75;0.0;2;125.813;3.65;129.967
181;"2017-07-05T11:32:31.092Z";32;93;0.0;6;33.2124;0.96;34.3226
182;"2020-03-25T23:01:34.064Z";32;176;0.0;1;57.9248;1.68;60.0633
183;"2018-08-25T14:09:48.528Z";32;87;0.0;8;117.255;3.4;120.575
184;"2018-03-29T01:29:18.948Z";32;84;0.0;1;81.8763;2.37;84.2395
185;"2018-06-08T20:22:55.203Z";33;103;0.0;8;47.0422;1.36;48.0498
186;"2018-12-23T21:15:46.547Z";33;108;0.0;2;50.0949;1.45;51.1671
187;"2019-07-18T00:58:53.862Z";34;17;0.0;5;79.9361;3.44;83.0969
188;"2019-04-26T00:15:50.792Z";34;86;3.54254;4;92.3144;3.97;95.448
189;"2019-10-16T15:52:56.344Z";34;74;0.0;7;51.128;2.2;53.7319
190;"2019-12-16T16:03:36.571Z";34;54;0.0;2;62.0936;2.67;65.3747
191;"2019-11-22T02:47:01.230Z";34;22;0.0;2;32.1368;1.38;33.3783
192;"2019-04-02T02:37:15.382Z";34;170;0.0;3;105.077;4.52;110.333
193;"2019-04-06T18:49:46.481Z";34;166;4.25946;3;38.3045;1.65;40.2132
194;"2018-01-28T20:48:50.015Z";34;89;8.75946;2;63.7196;2.74;65.9453
195;"2016-06-12T00:42:35.099Z";34;45;0.0;9;78.6997;3.38;82.0078
196;"2017-11-05T11:07:50.232Z";35;79;0.0;3;27.7446;1.39;29.1186
197;"2019-09-30T12:06:29.945Z";35;108;0.0;4;50.0949;2.5;52.5284
198;"2019-08-24T01:13:01.005Z";35;143;0.0;6;61.1983;3.06;64.5738
199;"2019-05-08T08:36:37.424Z";35;186;0.0;4;98.977;4.95;104.88
200;"2018-06-30T04:17:27.188Z";35;75;0.0;5;125.813;6.29;131.161
201;"2018-03-30T20:23:19.326Z";36;72;0.0;1;142.204;9.24;151.433
202;"2018-01-25T16:05:23.868Z";36;60;0.0;2;29.8021;1.94;31.5901
203;"2017-08-17T18:17:48.717Z";36;171;0.0;6;70.0511;4.55;74.934
204;"2019-05-03T02:44:34.940Z";36;151;0.0;4;91.613;5.95;98.0154
205;"2018-12-23T06:21:19.583Z";36;141;0.0;2;126.203;8.2;133.756
206;"2018-06-22T06:02:43.700Z";36;25;0.0;7;68.6226;4.46;73.4639
207;"2019-03-07T09:51:21.283Z";36;106;0.0;1;52.7235;3.43;55.7621
208;"2018-08-29T06:33:29.708Z";36;138;0.0;6;113.951;7.41;120.784
209;"2019-01-05T00:03:51.181Z";36;189;0.0;2;93.2774;6.06;98.6461
210;"2017-05-13T15:57:41.168Z";37;46;0.0;6;78.6997;4.41;82.6124
211;"2019-11-09T01:30:22.135Z";37;178;0.0;4;117.33;6.57;123.739
212;"2017-10-22T01:27:38.969Z";37;111;0.0;6;37.0178;2.07;38.8821
213;"2017-07-31T17:23:30.923Z";37;150;0.0;4;85.7028;4.8;90.717
214;"2020-02-10T20:43:35.065Z";37;86;0.0;1;92.3144;5.17;96.6771
215;"2017-03-17T07:57:12.810Z";37;186;0.0;1;65.9847;3.7;69.0073
216;"2017-10-12T03:02:41.080Z";37;86;0.0;5;61.5429;3.45;65.7587
217;"2017-04-08T07:32:20.298Z";37;99;0.0;2;45.2232;2.53;48.0913
218;"2019-03-20T14:58:21.465Z";37;134;0.0;1;42.4923;2.38;44.6572
219;"2017-05-15T14:46:08.296Z";37;199;0.0;2;76.9533;4.31;80.7169
220;"2018-08-26T02:21:12.080Z";37;97;0.0;6;112.418;6.3;117.806
221;"2020-02-18T08:30:53.428Z";37;129;0.0;1;148.167;8.3;156.818
222;"2019-03-19T18:21:54.714Z";37;99;2.47483;1;67.8349;3.8;72.0091
223;"2018-03-06T11:47:28.486Z";37;128;0.0;1;75.0802;4.2;80.0083
224;"2017-08-16T14:56:15.036Z";37;116;0.0;8;76.2832;4.27;80.4133
225;"2018-11-11T21:14:13.900Z";38;84;3.1985;3;81.8763;4.91;87.1049
226;"2019-12-15T04:22:52.471Z";38;47;0.0;2;84.0766;5.04;89.8032
227;"2018-06-16T19:38:44.027Z";38;66;0.0;6;136.161;8.17;143.054
228;"2017-04-17T15:21:09.465Z";38;182;0.0;3;56.3263;3.38;59.9836
229;"2017-12-26T07:29:57.856Z";38;152;0.0;2;32.5971;1.96;34.2593
230;"2020-01-29T03:39:20.564Z";39;4;0.0;2;110.988;7.63;117.351
231;"2019-03-22T01:41:44.859Z";39;167;0.0;1;97.7045;6.72;103.762
232;"2018-11-12T23:45:17.492Z";39;74;7.8542;2;51.128;3.52;55.0871
233;"2018-08-02T06:00:12.491Z";39;182;0.0;5;84.4894;5.81;91.1894
234;"2018-11-13T21:41:19.636Z";39;34;0.0;2;74.3039;5.11;79.8442
235;"2020-01-03T04:15:50.232Z";39;3;0.0;1;53.0831;3.65;56.8229
236;"2019-06-15T05:15:43.062Z";39;79;0.0;6;41.6169;2.86;44.2167
237;"2017-11-19T22:58:11.972Z";39;52;0.0;3;69.1172;4.75;74.1414
238;"2017-12-22T03:09:50.175Z";40;9;0.0;2;58.3131;3.64;61.5761
239;"2019-11-25T10:24:01.591Z";40;138;0.0;4;113.951;7.12;121.767
240;"2018-01-24T03:27:21.346Z";40;62;0.0;2;133.52;8.35;140.474
241;"2017-10-05T03:52:29.098Z";40;175;0.0;7;78.2165;4.89;82.4422
242;"2017-05-03T05:44:12.070Z";40;49;0.0;4;87.6191;5.48;93.5423
243;"2019-10-16T10:09:52.916Z";40;117;0.0;4;55.0249;3.44;58.678
244;"2018-08-30T06:58:11.546Z";40;152;0.0;7;48.8957;3.06;51.9724
245;"2019-10-21T16:56:04.968Z";40;130;0.0;7;75.0257;4.69;80.6832
246;"2017-12-13T19:28:29.469Z";40;75;3.43489;3;83.8752;5.24;88.377
247;"2019-08-04T14:14:32.044Z";40;88;0.0;9;105.413;6.59;112.967
248;"2018-11-09T05:47:19.047Z";40;18;0.0;4;81.9031;5.12;86.865
249;"2019-10-03T20:34:21.626Z";40;107;0.0;7;50.0949;3.13;53.3641
250;"2018-05-17T18:16:42.364Z";40;37;0.0;4;80.1077;5.01;84.4429
251;"2018-07-25T06:15:19.179Z";40;121;0.0;4;40.4453;2.53;43.0441
252;"2016-11-01T15:43:42.662Z";40;21;0.0;3;40.3833;2.52;42.6585
253;"2018-01-23T08:10:09.200Z";40;197;0.0;2;70.1461;4.38;75.5641
254;"2019-08-16T11:44:56.790Z";40;129;0.0;5;148.167;9.26;156.337
255;"2017-08-11T23:50:54.901Z";40;47;0.0;6;56.0511;3.5;58.8719
256;"2017-08-01T10:50:43.603Z";40;77;0.0;6;67.3446;4.21;70.9705
257;"2018-02-06T08:34:07.323Z";40;80;0.0;2;54.9133;3.43;58.3499
258;"2017-09-08T17:20:55.080Z";40;191;0.0;3;85.7228;5.36;90.852
259;"2018-11-10T20:53:54.978Z";40;73;0.0;1;71.6288;4.48;76.4618
260;"2017-09-09T16:40:11.602Z";40;55;0.0;2;63.8475;3.99;66.9995
261;"2019-08-26T21:10:14.407Z";40;115;1.36021;3;77.912;4.87;83.0374
262;"2019-03-06T01:08:17.786Z";40;62;0.0;1;133.52;8.35;143.852
263;"2019-02-06T22:19:11.813Z";41;138;0.0;1;113.951;6.84;121.42
264;"2017-01-03T09:08:02.069Z";42;164;0.0;1;61.9786;2.48;65.2576
265;"2017-08-18T03:33:03.727Z";42;146;0.0;7;84.0315;3.36;86.4528
266;"2019-07-17T17:51:09.590Z";42;22;0.0;5;32.1368;1.29;33.2789
267;"2018-10-28T12:46:48.679Z";42;17;0.0;4;79.9361;3.2;83.7075
268;"2019-06-04T02:52:04.261Z";42;90;0.0;3;123.12;4.92;126.433
269;"2019-04-11T19:13:31.013Z";42;159;0.0;2;35.5302;1.42;36.9098
270;"2019-02-26T20:42:08.386Z";42;119;0.0;1;43.4381;1.74;44.7936
271;"2019-12-15T20:10:26.427Z";42;30;0.0;2;64.1745;2.57;65.9768
272;"2018-06-15T16:19:39.973Z";42;129;0.0;7;148.167;5.93;154.132
273;"2018-10-09T12:05:39.430Z";42;132;0.0;6;127.882;5.12;134.05
274;"2019-05-31T00:40:37.002Z";42;149;0.0;6;69.1542;2.77;71.347
275;"2018-01-30T17:39:43.668Z";42;17;4.46054;2;79.9361;3.2;84.412
276;"2018-04-24T23:43:59.535Z";42;38;0.0;3;66.0694;2.64;67.8761
277;"2019-03-22T18:23:24.980Z";42;79;0.0;1;41.6169;1.66;43.3335
278;"2017-09-14T19:35:23.076Z";42;121;0.0;4;26.9635;1.08;28.4849
279;"2017-08-10T08:29:32.145Z";44;60;0.0;7;19.8681;1.19;20.8971
280;"2018-10-17T19:07:02.234Z";44;8;0.0;7;98.8382;5.93;105.044
281;"2017-03-14T20:43:27.742Z";44;18;0.0;1;54.602;3.28;57.3471
282;"2017-01-08T15:11:26.444Z";44;6;0.0;1;64.9575;3.9;69.2728
283;"2018-10-03T09:10:25.062Z";44;39;0.0;4;114.582;6.87;122.88
284;"2017-11-09T21:39:14.743Z";44;200;0.0;3;48.8026;2.93;52.1399
285;"2018-05-13T13:08:31.727Z";44;118;0.0;5;57.6276;3.46;60.5069
286;"2018-01-06T22:36:17.244Z";44;115;7.9599;2;77.912;4.67;83.0284
287;"2019-07-03T23:15:29.897Z";44;174;0.0;5;111.614;6.7;117.843
288;"2019-04-07T23:26:03.406Z";45;120;0.0;3;83.502;5.01;88.9119
289;"2019-04-03T03:05:26.275Z";45;68;0.0;2;115.243;6.91;121.472
290;"2019-10-27T23:40:28.994Z";45;87;0.0;3;117.255;7.04;123.515
291;"2019-06-17T16:21:56.373Z";45;194;0.0;4;50.3808;3.02;52.9372
292;"2017-03-08T12:02:45.306Z";45;158;0.0;1;93.2628;5.6;99.4597
293;"2018-02-02T10:52:34.531Z";45;127;0.0;2;134.48;8.07;142.834
294;"2018-01-29T14:34:05.502Z";45;11;0.0;2;132.457;7.95;140.393
295;"2020-03-01T11:17:08.503Z";45;188;0.0;1;33.8774;2.03;36.2479
296;"2018-04-29T11:08:07.176Z";45;86;0.0;2;92.3144;5.54;98.2977
297;"2018-03-15T05:50:24.666Z";45;149;0.0;1;69.1542;4.15;73.2345
298;"2019-01-31T05:04:04.921Z";46;174;0.0;2;111.614;6.7;118.135
299;"2019-09-27T08:23:09.843Z";47;82;0.0;7;60.8955;3.41;64.9885
300;"2019-03-05T09:44:19.128Z";47;185;0.0;1;39.577;2.22;42.3984
301;"2019-03-04T09:53:15.147Z";47;4;9.32425;1;110.988;6.22;117.277
302;"2019-05-04T21:46:37.826Z";47;14;0.0;5;37.6481;2.11;39.5958
303;"2019-01-23T15:02:59.201Z";47;87;0.0;3;117.255;6.57;125.728
304;"2019-04-17T11:18:12.838Z";47;27;0.0;4;127.525;7.14;133.275
305;"2018-01-30T21:03:48.031Z";47;5;0.0;2;124.118;6.95;132.525
306;"2017-12-18T22:29:05.330Z";47;84;0.0;2;54.5842;3.06;58.3757
307;"2019-11-04T09:13:37.905Z";48;99;0.0;3;67.8349;4.41;72.5008
308;"2020-03-16T16:04:04.843Z";48;115;0.0;1;77.912;5.06;83.2315
309;"2019-01-16T10:14:37.301Z";48;9;0.0;2;87.4697;5.69;94.2049
310;"2018-05-28T17:57:00.838Z";48;81;1.36275;3;43.933;2.86;46.1164
311;"2017-06-22T17:55:26.871Z";48;73;0.0;5;47.7525;3.1;50.9461
312;"2019-09-20T21:10:57.257Z";48;48;0.0;5;123.209;8.01;133.191
313;"2019-08-27T07:54:06.028Z";48;66;0.0;5;136.161;8.85;145.899
314;"2018-04-16T04:33:32.237Z";48;183;0.0;2;56.6974;3.69;59.8176
315;"2017-08-16T19:22:10.116Z";48;180;0.0;5;45.5494;2.96;47.8122
316;"2016-06-10T22:50:46.065Z";48;33;0.0;3;31.8299;2.07;33.7017
317;"2017-10-16T04:28:02.995Z";48;18;1.81418;3;54.602;3.55;58.0506
318;"2020-03-27T21:21:24.171Z";48;43;0.0;1;76.3526;4.96;81.5928
319;"2017-12-29T05:02:42.685Z";48;155;0.0;2;29.1838;1.9;31.1472
320;"2018-03-15T13:08:31.977Z";48;91;0.0;1;65.0943;4.23;69.6382
